Nom entreprise,Page,Note globale,Nombre total avis,Nom du client,Pays,Date de publication,Nombre d'avis du client,Note client,Titre commentaire,Commentaire
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Davy,FR,06 janvier 2025,1,5,Le produit livré correspond à celui…,Le produit livré correspond à celui commandé et le délai de livraison est respecté.RAS sauf vous dire de continuer sur cette lancée.J’avais jamais acheté de reconditionné mais désormais avec votre site je vais m’abonner aux reconditionnés pour leur bonheur de l’environnement.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Maryse,FR,06 janvier 2025,6,4,Dommage que la livraison soit …,Appareil conforme au descriptif et parfaitement emballé.Problème à la livraison: j’ai attendu une livraison chez moi prévue entre 9h et 11h.A 10h40 appel du livreur disant que comme il n’y a personne !!!! Il a laissé le colis dans un point relais !Je rappelle le numéro qui s’est inscrit et je dit que je suis chez moi donc je ne comprends pas qu’il me dise que je suis absente…il me « balance » l’adresse du point relais et me raccroche au nez!!! Evidemment un 24 décembre !!! Il devait être pressé de terminer sa tournée.Heureusement le point relais est sympa et j’ai pu récupérer mon appareil en parfait état.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Antunes,PT,06 janvier 2025,1,5,Produit parfait,Conforme à mes attentes et à mes valeurs.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Yannibus.,FR,06 janvier 2025,1,5,Efficacité Réactivité,Efficacité Réactivité
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Eric,FR,06 janvier 2025,4,5,Livraison rapide !!!!!!!,J ai commandé un iPhone 14 quelques jours avant Noël et j ai été livré le 24. Je suis vraiment satisfait de Certideal pour ses produits et sa livraison rapide.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Karine,FR,05 janvier 2025,1,5,Parfait,Produit conforme et livraison rapide Très satisfaite de mon achat
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Jo,FR,06 janvier 2025,17,5,Parfait pour l'instant aucun problème à…,Parfait pour l'instant aucun problème à signalerLivraison rapide et téléphone comme neuf
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Gérard G.,FR,06 janvier 2025,13,5,service parfait,"produit correspondant à mon attente, service à la clientèle excellent et livraison très très rapideMerci"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Monsieur LABROUSSE,FR,06 janvier 2025,9,5,Pour l instant il a l air de bien…,Pour l instant il a l air de bien marcher de ce que me dit ma fille je l avait acheté pour Noël après je  n'en sait pas plus que ça pour le moment
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Oscar Saal,ES,08 janvier 2025,1,5,Téléphone nickel avec un personnel…,Téléphone nickel avec un personnel attentif aux demandes. Je recommande fort 0 soucis !!!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Alain B,FR,05 janvier 2025,4,5,Très satisfait,"Beau produit, bon prix, livraison ultra rapide. Merci"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Boissy,FR,07 janvier 2025,1,5,Les téléphones sont d’une super…,"Les téléphones sont d’une super qualité, ils sont à des prix raisonnables tout en marchant convenablement.Je recommande fortement ce site !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=19,4.4,26139,Shani,FR,07 janvier 2025,1,5,Très bonne expérience,"Très bonne expérience. J’ai reçu mon téléphone dans de bonnes conditions, c’est nickel."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Nina CSU,FR,28 décembre 2024,1,5,Satisfaite de l’iPhone.,Je suis très satisfaite de de l’iPhone arriver en bonne état et rapide .Conseil commander  sur ce site . Très bien .
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Ron Chemla,FR,04 janvier 2025,1,5,Excellent service !,
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Consumer,FR,02 janvier 2025,1,5,foncez !,Qu’elle plaisir de ce faire écouter ! Cela faisait longtemps que je n’avais pas vue un service client aussi efficace. Adresse tres sur que je conseille à tout le monde
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Malo Marre,FR,07 janvier 2025,1,5,Très bonne expertise et très bonne…,Très bonne expertise et très bonne expérience je recommande
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Nathan mezrahi,FR,07 janvier 2025,1,5,Super service j’ai reçu mon téléphone…,Super service j’ai reçu mon téléphone très rapidement je recommande
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Alisa.attali,FR,07 janvier 2025,1,5,Excellent service et produit de qualité…,"Excellent service et produit de qualité !J’ai commandé un téléphone sur ce site et je suis totalement satisfait. Le processus d’achat a été simple et rapide, et la livraison a été effectuée dans les délais annoncés. Le téléphone est parfaitement conforme à la description et fonctionne impeccablement. Le service client est également très réactif et professionnel. Je recommande vivement ce site pour son sérieux et la qualité de ses produits."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Zacharie et,PT,07 janvier 2025,1,5,Très bonne expérience,"Très bonne expérience, aucun défaut à signalerJe recommande !!"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Consumer,FR,07 janvier 2025,1,5,Super téléphone,"Super téléphone, je l’ai reçu en peu de temps."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Hava,FR,01 janvier 2025,1,5,Au top,Au top ! Merci pour votre professionnalisme.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Lucas Segbefia,FR,07 janvier 2025,1,5,Service impeccable,"Service au top j’ai bien reçu mon téléphone dans un états comme neuf, je recommande à 100%"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Adam Fogiel,FR,27 décembre 2024,2,5,Super service et en plus de cela rapide.,
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Lena Elbaz,FR,07 janvier 2025,1,5,Merci à Certideal pour l’achat de mon…,Merci à Certideal pour l’achat de mon téléphone. Je suis très satisfaite.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,eva mendes,FR,14 novembre 2024,1,5,Achat Iphone,iphone reçu en parfait état et dans un délai plutôt rapide.Je recommande fortement !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Lisa Enkaoua Spodek,FR,07 janvier 2025,1,5,Merci pour le service et…,Merci pour le service et l’accompagnement de mon téléphone je recommande vivement cette entreprise
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Georges Froidure,IL,14 décembre 2024,1,5,Avis constructif,Les vendeurs m’ont super bien conseillé je recommande !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Sarfati,FR,07 janvier 2025,1,5,Réception parfaite de mon mobile,"Merci à vous, je viens de récupérer mon telephone il marche a merveille"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Shira Derhy,FR,02 janvier 2025,1,5,Merci pour vos services je suis très…,Merci pour vos services je suis très satisfaite de mon téléphone. Je recommande
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Noa,FR,01 janvier 2025,1,5,Merci pour les conseils de Samuel,"Merci pour les conseils de Samuel, il a été très aimable. Je recommande cette entreprise et suis contente de mon nouveau téléphone"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Consumer,FR,07 janvier 2025,1,5,J’ai fait réparer mon téléphone,"J’ai fait réparer mon téléphone, franchement un service top, le téléphone est comme neuf."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=20,4.4,26139,Samuel,FR,06 janvier 2025,2,5,Super service,"Super service, merci à cette entreprise je suis très satisfait de mon achat"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Consumer,FR,03 janvier 2025,1,5,J’ai reçu mon iPhone 14 pro il est au…,J’ai reçu mon iPhone 14 pro il est au top.Service client à l’écoute et très réactif.Je recommande les yeux fermés.Léo
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Consumer,FR,10 février 2024,1,5,MAGNIFIQUE !,MAGNIFIQUE !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Ivo Fenandes Almeida,FR,04 janvier 2025,1,5,Superbe,"5 sur 5, je recommande à fond! J’ai pu recevoir mon téléphone super vite et en très bon état.Si je dois en racheter un je fais appel à vous direct!"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Cohen,FR,07 janvier 2025,1,5,Superbe entreprise,"Superbe entreprise, personnel très aimable, superbe variété de téléphone portable."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,David,FR,19 décembre 2024,1,5,Des réponses claires et précises et le…,Des réponses claires et précises et le tout avec une grande gentillesse.Dommage que se ne soit pas le cas partout.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Baptiste LESOU,FR,07 janvier 2025,1,1,Téléphone qui ne fonctionne pas 2mois…,Téléphone qui ne fonctionne pas 2mois après l’achat SAV catastrophique prise en charge nul a fuir
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Ilan Elbaz,FR,03 janvier 2025,1,5,Magnifique service et très bon conseils…,Magnifique service et très bon conseils je recommande cette entreprise
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Elsa AZENCOT,FR,02 janvier 2025,1,5,Super service merci à Certideal je…,Super service merci à Certideal je recommande. J’ai reçu mon téléphone en 5 jours.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Sophie petit,FR,02 janvier 2025,1,5,Bonsoir,Bonsoir.Je suis tres satisfaite de votre service. Je suis ravie et je vais recommandé à mes proches votre entreprise.Merci pour votre efficacité et rapiditéBien cordialement
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Bylal Diallo,FR,03 janvier 2025,1,5,Livraison et produit vraiment satisfaisant,J’ai commandé un IPhone 15 pro gris avec 256 Go pour mon fils. Le téléphone est arrivé en parfaite état. Je vous recommande fortement de commander
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Sarah Konate Betour,FR,05 janvier 2025,1,5,Excellente expérience,"J’ai commandé un téléphone pour ma mère, en espérant qu’il arrive à temps pour son anniversaire. J’ai été agréablement surprise par une livraison rapide et le produit tout à fait satisfaisant.Je recommande !!"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Ismael Abassi,FR,22 décembre 2024,1,5,J’ai commandé un Mac et des AirPods 3…,J’ai commandé un Mac et des AirPods 3 et j’ai choqué de la rapidité de l’envoie. Je n’ai rien à dire que ce soit sur la qualité du Mac ou des AirPods tout est parfait
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Marius Voultou,FR,06 juin 2024,1,5,iPhone 13 Pro,Après un défaut avec le micro qui ne fonctionnait pas . J’ai contacté l’assistance qui m’a répondu dans les plus brefs délais et m’a proposé de renvoyer mon tel pour réparation.Tout s’est passé au mieux avec un service client au top!Je recommande
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Ibrahima Goudiaby,FR,15 décembre 2024,1,5,Livraison iPad,"J’ai commandé un iPad la livraison était rapide, l’article conforme et le produit est vraiment d’excellente qualité un grand merci !!!"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Vanessa Manga,FR,03 décembre 2024,1,5,Très satisfait,Très satisfaitJ’ai commandé un iPhone le 03/12/2024 et l’article était vraiment conforme à la description et je n’ai rencontré aucun problème.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Momou Keita,FR,26 décembre 2024,1,5,Livraison et produit impeccable rien à…,Livraison et produit impeccable rien à dire à par 10/10
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Kelya Kelya,FR,28 décembre 2024,1,5,J’ai commandé un téléphone arrivé en…,J’ai commandé un téléphone arrivé en très bon état. Livraison rapide et efficace très satisfaite.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,Audrey SAENZ URAN,FR,13 décembre 2024,1,5,Téléphone très bonne état !,"Bonsoir,J’ai commandé un téléphone le 13 décembre et la livraison était rapide.Et le téléphone était en très bonne état et la batterie incroyable !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,dylan retamales,FR,27 décembre 2024,1,5,Appareil clean et livraison rapide !!!!,
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=21,4.4,26139,SANDRA DA VEIGA,FR,18 décembre 2024,2,5,l'iPhone est conforme a la description…,l'iPhone est conforme a la description et la livraison a été rapide. Je recommande
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Killian G,FR,07 janvier 2025,1,5,Achat téléphone,Entreprise au top qui est à l’écoute et répond parfaitement à vos attentes. Je recommande.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Xavier GRIMAULT,FR,12 décembre 2024,1,5,TOP 👍,J ai commandé 2 iPhone…reçu très rapidement et en super qualité !Excellent rapport qualité prix 👍
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,allain philippe,FR,07 janvier 2025,1,5,Téléphone reçu dans les temps malgré la…,Téléphone reçu dans les temps malgré la redirection vers un autre point de dépôt de proximité en raison des fêtes de fin d'année. Informations de livraison en temps quasi-reel.État impeccable. Fonctionnement nominal. Super !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,pierre,FR,04 décembre 2024,1,5,Parfait,J’ai commandé un appareil en parfait état et je suis très satisfait. La livraison a été rapide et le suivi très simple.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Clara,FR,07 janvier 2025,1,5,Produit livré impeccable correspondant…,Produit livré impeccable correspondant au descriptif du site.Information sur la livraison claire et sur le suivi en temps réelSite très réactifBonne relation client
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Mathis,FR,07 janvier 2025,1,5,Je recommande,"Je recommandeJ'ai récemment commandé un téléphone pour mon usage personnel et j’en suis totalement satisfait. Le processus de commande en ligne était simple et rapide, tout comme la livraison. L’etat du telephone est parfait.Je recommande"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Tatiana,FR,07 janvier 2025,1,5,Expérience au top,Expérience au top ! Le personnel est très agréable et nous aide à trouver des solutions au problèmes ils sont à l’écoute et cela mène donc à la réussite de la commande.Je recommande vraiment cette entreprise j’ai pu recevoir mon téléphone en super état je suis trop contente
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Consumer,FR,07 janvier 2025,1,5,"Très bien, bon service","Très bon expérience avec ce commerçant, je recommande"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Kaylia Soumah,FR,07 janvier 2025,1,5,Je suis très satisfaite des services…,Je suis très satisfaite des services proposés !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Xavier DECOSNE,FR,07 janvier 2025,2,5,Produit conforme en parfait état.,Produit conforme en parfait état.Bonne surprise capacité de la batterie à 100%
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Client Mr Lafaye,FR,07 janvier 2025,16,3,Des expériences en demi-teinte.,"2 expériences en demi teinte :- ma  1ère commande, pas assez de précision sur lesréductions avec l'abonnement FREE .- ma 2ème commande devait être livrée pour Noël et jel'ai reçue le 31 décembre.C'est sûr il y a plus grave que çà.  Je comprend les aléas du commerce. Heureusement vos produits sont excellents. Cordialement Mr Lafaye"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,JULIEN VAILLANT,FR,07 janvier 2025,2,5,Produit en excellent état,Produit en excellent état. Livraison au top. Tout est parfait.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Christophe,FR,07 janvier 2025,3,5,Parfait merci 🙂,
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Bagieu Christophe,FR,06 janvier 2025,1,5,Téléphone qui correspond exactement à…,Téléphone qui correspond exactement à la commande.Livraison rapide le mardi 24 décembre pour commande le samedi 21 décembre .
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,EL,FR,06 janvier 2025,11,5,Excellent communication et prix de…,Excellent communication et prix de reprise intéressant de mon iPhone XR
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,David Da Silva,FR,03 janvier 2025,8,5,Produit conforme a la description,Produit conforme a la description. Livraison rapide.Facilité de paiement
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Franck,FR,06 janvier 2025,2,5,Très belle offre et totalement…,Très belle offre et totalement satisfait par le service client.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Paul,FR,04 janvier 2025,4,5,c'est le 3e iphone que je…,c'est le 3e iphone que je commande:parfait
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Philippe BOUVILLE,FR,06 janvier 2025,1,5,Résolution problème batterie iPhone 12,"Bonjour,Sav au top ce Lundi 06 Janvier, demande de rappel ce matin avec prise de rdv pour 16h10, avec Samuel comme interlocuteur à l'heure précise c'est à noté qui a fait le nécessaire pour prendre en compte ma demande suite achat iPhone 12 reconditionné en niveau Premium, du coup intervention pour remplacement de batterie et validé avec sa responsable, réactivité et professionnalisme à mettre en avant, client depuis plusieurs années je recommande vivement Certideal c'est du sérieux... Chapeau 👌👏 Philippe.B"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=22,4.4,26139,Mathilde Ajavon,FR,06 janvier 2025,1,2,J'avais déjà laissé un message sur…,"J'avais déjà laissé un message sur certideal que j'avais supprimé suite a un appel de leur part. Voilà j'avais laissé comme poste que j'avais fait un achat d'iphone15 sur certideal cadeau de Noël pour mon fils , c'était ma première commande en tant que produit reconditionné, j'avais énormément hésité mais j'ai fini par faire mon achat grâce à leur pub, j'étais surpris et eu peur que je m'étais fait escroqué quand j'avais récupéré mon colis au point relais vu sa légèreté, mais en ouvrant le colis j'étais soulagé de voir le portable mais là n'est pas le problème, mais c'est le contenu de la boîte on a juste le portable et le câble d'alimentation et c'est tout je tiens a précisé que j'ai pris l'option premium normalement quand on achète un portable tout neuf on y trouve le portable, coque de protection, cable d'alimentation et un épingle d'éjection de carte.Franchement j'étais très déçu du contenu de ma boîte certideal d'iphone15, j'avais aussi parlé du téléphone qui par contre rien a dire mais on verra avec le temps. Je disais tout au début de mon commentaire que certideal m'avait contacté après avoir laissé mon commentaire en me disant de le supprimer que c'est un mauvais publicité pour eux surtout en pleine fête de Noël en échange une coque et un écran de protection pour l'iphone15 me sera envoyé mais bien sûr que du blabla franchement j'aurai dû écouté mon frère et me diriger vers back market"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Nico,FR,14 novembre 2024,1,5,Excellent SAV,
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Valerie Grimault,FR,15 décembre 2024,1,5,Comme si il était neuf 🤩🤩j ai commandé…,"Comme si il était neuf 🤩🤩j ai commandé un tel pour Noël , arrivé à temps et en super étatBravo"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Sandrine Corman,FR,06 janvier 2025,1,5,Super téléphone je recommande,Super téléphone je recommande
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,THAON Alain,FR,04 janvier 2025,1,5,Achat iPhone 8,"Achat iPhone 8Produit conforme, bon prix, excellente communication, envoi rapide et sécurisé"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Sandra P,FR,04 janvier 2025,6,5,Produit conforme à la description,"Produit conforme à la description.Livraison rapide (commande le vendredi 20 décembre soir et livré le lundi 23).Très satisfaite de mon achat, c’était pour un cadeau de Noël."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,LEQUES Laurent,FR,21 décembre 2024,25,5,Parfait,Matériel de qualité avec la possibilité de choisir son état avant de commander. Livraison rapide et service client réactif. Société a recommander!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Albert Raout,FR,02 janvier 2025,7,5,CertiDeal et pourquoi pas ?,"Achat de 2 iPhones (14 & 15) reconditionnés,Motivation : investir à moindre coût, et recevoir des produits de qualité, tout en épargnant la destruction prématurée de téléphones qui redeviennent performants grâce au savoir-faire de CertiDeal !!!"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Cassandre,FR,11 décembre 2024,1,5,Large choix de produits,"Large choix de produits, qualité du produit conforme à l'annonce."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Olivier  Devalix,FR,06 janvier 2025,3,4,Confiance et sérénités,Téléphone reconditionné de qualité. Une équipe qui tient ses engagements. Je continuerai à travailler avec eux dans l’avenir
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,emmanuel,FR,06 janvier 2025,1,5,Très bon service.,Très bon service.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Dugue  Francois,FR,04 janvier 2025,1,5,Très beau téléphone conforme à ma…,Très beau téléphone conforme à ma commande
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Gaelle,FR,04 janvier 2025,4,5,Parfait 👍🏽 et Français !,Parfait 👍🏽 et Français !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Ano,FR,06 janvier 2025,1,5,Satisfaite,AirPods commandé 1 semaine avant Noël et reçu à temps pour les fêtes. Très bien emballé et fonctionnent parfaitement. Très satisfaite de mon achat !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Brenda Haraux,FR,04 janvier 2025,2,5,Rien à redire,Rien à redire
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Sizaire Pauline,FR,06 janvier 2025,1,5,Envoi rapide,"Envoi rapide, service client disponible, sympathique et efficace. Téléphone en parfait état"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Sandra Barbier,FR,03 janvier 2025,2,5,IPhone 13,"Bonjour, j'étais sceptique avant la commande et la réception puis j'ai été étonné du produit à son arrivée.On aurait vraiment dit un produit neuf.Bien emballé, propre.Fonctionabilité facile et pour le moment sans complications générale d'utilisation.Très bon état général."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,SD,FR,06 janvier 2025,1,5,Produit d’excellente qualité,Produit d’excellente qualitéAucune rayure sur écran er arrière du téléphoneDélai de livraison respecté
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Alory,FR,03 janvier 2025,1,4,Tous est très bien,Tous est très bien
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Rouabhi Assia,FR,04 janvier 2025,1,5,"Bonjour ,je suis très satisfaite de mes…","Bonjour ,je suis très satisfaite de mes achats je crois que je vous ai acheté 3iphone et à chaque fois la qualité est au rendez vousMerci certideal Assia Rouabhi"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=23,4.4,26139,Sandra Besler-Bagnolati,FR,30 décembre 2024,4,5,tres contente de mon iphone 13 état…,tres contente de mon iphone 13 état plus que parfait
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Yann Sonnerat,FR,03 janvier 2025,5,5,Parfait merci,Parfait merci
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Audren Mickael,FR,03 janvier 2025,1,5,iPhone 13 Pro Max,Le téléphone est arrivé rapidement et il est conforme à mes attentes rien à dire le site est  très sérieux.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Kathia Ruiz,ES,04 janvier 2025,4,5,Service client au top 👌,Service client au top 👌
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Arnaud Jegousse,FR,26 novembre 2024,1,1,Pas sérieux - Commande d'un Iphone 12 noir 128 GO premium,"Commande d'un Iphone 12 noir 128 GO qualité premium passée le 26 Novembre pour un cadeau de Noël. Un premier message m'indique le décalage de l'expédition du produit suite à la découverte d'une non conformité. Je me dis alors, c'est une entreprise sérieuse qui n'envoie pas n'importe quoi... sauf que, réception le 13 décembre d'un téléphone ne correspondant pas à la qualité premium demandée (grosse rayure sur le tour du téléphone, éclat de peinture autour des objectifs, marque indélébile sur l'écran). Retour immédiat après prise de contact avec SAV. on m'indique 5 à 7 jours maxi pour un échange ce qui était encore jouable pour le cadeau de Noël... mais nous sommes le 5 janvier et toujours pas d'expédition en vue. Le SAV essaie de négocier pour que j'accepte une autre couleur (ce que je ne veux pas) et malgré le fait que le modèle que j'ai commandé (en noir donc) soit toujours en vente sur leur site. J'ai vraiment l'impression que les produits en vente ne sont pas forcément en stock, ce qui est quand même gênant pour du reconditionné.Impossible d'avoir un contact téléphonique rapidement (sur prise de rendez-vous uniquement et pas avant 5 à 6 jours). J'ai demandé un remboursement mais le conseillé avec qui je suis en contact par email ne l'évoque jamais.Expérience plus que décevante, toujours pas résolue à ce jour..."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Mam Gozh,FR,29 décembre 2024,1,5,Produit livré impeccable,Produit livré impeccable correspondant au descriptif du site.Information sur la livraison claire et sur le suivi en temps réelSite très réactifBonne relation client.Je suis pleinement satisfaite et ferai un autre achat dans les mois à venir avec confiance
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Nicolas Rafal,FR,28 décembre 2024,2,4,bonne expérience..,bonne expérience... pas de souci...
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Client,FR,03 janvier 2025,7,5,Téléphone rien à redire,Téléphone rien à redire. Coque premium pas terrible
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Wissam MAZEGHRANE,FR,04 novembre 2024,2,1,À fuir,"À fuir. J’ai acheté un téléphone gamme « parfait état », finalement je reçois un téléphone pleins de rayures et d’impacts meme pas digne d’un « état correct » (je vous épargne le délai de livraison de presque un mois). Je le retourne, ils me renvoient un autre, avec encore une fois pleins de de rayures, notamment sur les caméras, je refais un mail et leur conseiller me dit « c’est normal les 3 gammes : correct, très bon état et parfait état » il n’y a pas de différence sir l’esthétique, ils présentent tous des petites rayures (je les qualifierais pas de petites moi) et que si je veux un sans rayures faudrait prendre le Premium » LOL !! Plus jamais Certideal, sachant que toute cette histoire a duré plus de 2 mois avec 10000 mails de ma part et une réactivité moins que moyenne de leur part."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,Nath,FR,04 janvier 2025,6,5,J’ai remplacé un iPhone X par un iPhone…,"J’ai remplacé un iPhone X par un iPhone 13 Pro niveau correct et je suis agréablement surprise , il est comme neuf  et fonctionne très bien"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=24,4.4,26139,béru,FR,02 janvier 2025,4,4,très bien mais un peu harcelé pour…,très bien mais un peu harcelé pour avoir un avis
